4100,33400,690,4700
5900,21600,660,4692
4500,30400,410,4692
6500,45600,590,4704
4700,32800,670,4696
4600,20600,1160,4696
4000,22600,600,4692
11500,12800,580,4704
6100,31400,490,4696
5000,21600,910,4720
4400,28200,420,4692
8700,34800,610,4708
4500,58400,470,4696
4700,20600,500,4704
4600,29200,420,4696
6200,22000,580,4704
4600,19600,720,4692
5800,27800,460,4692
8700,19600,450,4708
4600,30400,460,4696
4100,21200,600,4696
7800,30400,440,4696
6200,25800,590,4704
4400,31800,730,4692
5600,20400,610,4692
4100,26200,560,4680
8900,20600,570,4696
5500,18600,540,4700
5900,20600,1070,4704
5000,29200,460,4684
10000,20600,470,4704
6500,28200,630,4704
4400,21000,650,4692
6600,21200,590,4692
6500,21000,460,4688
6400,52400,410,4700
4400,31400,630,4704
6800,25200,700,4680
7400,21600,640,4692
6400,30800,400,4684
4500,20400,620,4688
4400,28600,460,4676
6600,23000,500,4692
6300,29800,610,4692
4400,20600,880,4680
6000,20600,620,4712
7000,19400,440,4692
2500,57000,450,4700
4400,20600,600,4700
6500,22600,440,4684
6700,30200,610,4700
4400,31400,690,4692
6400,21600,1160,4680
4800,28600,460,4688
7400,21200,560,4708
6000,28200,560,4700
4600,22000,780,4700
5900,27200,410,4696
9600,24600,450,4704
7300,29400,460,4708
4400,26200,350,4708
6800,26800,660,4704
6200,24200,420,4692
6600,49400,460,4708
4800,31800,730,4700
6100,19400,470,4692
7500,20600,600,4708
4200,31800,920,4696
5800,21200,680,4700
9100,24000,420,4712
6700,32200,640,4700
4400,42000,740,4696
5200,21600,620,4692
7400,30200,410,4696
7100,17400,620,4708
4400,21000,1150,4700
4600,20600,630,4692
6700,20600,450,4696
6200,31200,430,4700
5400,21000,920,4708
6100,28200,650,4712
5800,21000,460,4712
4200,37600,470,4704
4900,20400,540,4712
4500,30400,440,4696
6000,22600,570,4712
4100,32800,340,4700
4400,20400,600,4708
4400,27200,450,4700
11600,34400,550,4708
6100,29400,660,4700
5600,21000,1000,4704
5600,30200,720,4700
4900,20600,460,4700
6900,29400,470,4704
4500,19400,350,4708
4500,29200,400,4696
3300,29200,580,4708
4200,32800,480,4700
4500,20600,710,4704
4500,28600,410,4696
6600,35000,600,4708
4100,31200,670,4700
4100,21000,1150,4704
4300,27200,600,4692
2800,19400,550,4692
6100,31400,500,4700
4900,23000,860,4708
5800,27200,440,4708
10700,20600,430,4708
6200,34800,640,4708
4400,28600,980,4696
6200,22600,690,4700
5600,27200,400,4712
7100,43600,380,4708
4700,34800,810,4712
6000,19400,670,4696
7400,23000,460,4696
6600,24000,550,4700
5900,22000,1010,4708
5400,25800,630,4696
7300,21000,410,4704
4600,28200,440,4692
4500,20400,310,4700
4500,30400,440,4696
6700,30200,580,4704
4500,31400,360,4696
4500,22200,660,4688
7500,28200,480,4696
6600,34400,610,4708

