 -6, 16, -13, 21,
 -12, 2, 0, 12,
 4, -7, -4, 9,
 -4, 0, -10, 10,
 4, 0, 2, 4,
 -10, 5, 4, 11,
 -4, 5, -7, 9,
 -4, 9, -2, 10,
 0, 7, -6, 9,
 -4, 8, 15, 17,
 -2, -13, 6, 14,
 11, -6, -9, 15,
 -2, 4, 9, 10,
 2, 2, 3, 4,
 -3, -6, 10, 12,
 -13, 1, -11, 17,
 0, 4, 1, 4,
 2, -7, -7, 10,
 -13, -4, -4, 14,
 4, -4, 8, 9,
 2, 5, -5, 7,
 6, -9, -7, 12,
 -10, -2, 3, 10,
 -4, -3, -13, 13,
 -2, -4, -2, 4,
 6, -3, -6, 9,
 -4, -6, -23, 24,
 -4, -4, 6, 8,
 -2, 7, 1, 7,
 0, 6, -6, 8,
 2, 0, 1, 2,
 -8, 4, -11, 14,
 -4, -4, -8, 9,
 -4, -3, -6, 7,
 6, 10, 1, 11,
 -2, -5, 11, 12,
 0, -10, 11, 14,
 19, 1, -2, 19,
 -5, 2, 2, 5,
 4, 0, -2, 4,
 4, -12, 1, 12,
 -2, -1, 2, 3,
 2, 9, -7, 11,
 5, -2, -12, 13,
 4, 0, -3, 5,
 2, -4, -4, 6,
 -5, 0, 6, 7,
 0, -12, -6, 13,
 -9, -3, 1, 9,
 4, 4, 11, 12,
 0, 11, 7, 13,
 2, 2, -6, 6,
 -10, 2, 3, 10,
 10, -8, 2, 12,
 -2, 2, 6, 6,
 -4, 14, 2, 14,
 2, -2, -2, 3,
 3, -12, 4, 13,
 2, 2, 2, 3,
 -2, -5, 4, 6,
 -8, 2, -3, 8,
 0, 15, 12, 19,
 -6, 0, 3, 6,
 8, -8, 0, 11,
 -8, -6, 5, 11,
 2, -10, 6, 11,
 0, -2, 3, 3,
 -2, 11, -16, 19,
 -2, -3, 5, 6,
 -7, 2, -4, 8,
 -4, 8, -1, 9,
 16, -6, -3, 17,
 -4, -3, -7, 8,
 0, 3, -10, 10,
 2, 7, -12, 14,
 -6, -4, 7, 10,
 -8, -4, -1, 9,
 -7, -2, 3, 7,
 0, -5, -5, 7,
 3, 2, -7, 7,
 3, 0, -1, 3,
 0, 2, 4, 4,
 -6, 0, -5, 7,
 9, -10, 1, 13,
 -4, 0, -5, 6,
 -8, 0, -2, 8,
 -4, 0, 3, 5,
 -3, 3, 3, 5,
 -8, 4, 1, 9,
 -1, -4, 8, 9,
 6, 0, 0, 6,
 -2, -4, 1, 4,
 -4, -4, 19, 19,
 -2, -12, -3, 12,
 0, 3, 2, 3,
 6, 6, -8, 11,
 -5, -2, 3, 6,
 5, -14, 0, 14,
 -2, 0, 1, 2,
 -6, 0, 5, 7,
 -1, -9, 0, 9,
 -2, 4, 8, 9,
 -9, -2, -1, 9,
 4, 4, -10, 11,
 -4, -10, -10, 14,
 -2, -5, -7, 8,
 3, -2, -13, 13,
 4, 0, -1, 4,
 1, 5, -2, 5,
 3, -2, -1, 3,
 -8, -12, -12, 18,
 0, 0, -5, 5,
 -6, 0, 17, 18,
 0, -6, 5, 7,
 -2, 4, 1, 4,
 -2, 5, -8, 9,
 -6, 4, -3, 7,
 -8, -6, 2, 10,
 -9, 0, 0, 9,
 -8, 10, 10, 16,
 4, 2, 1, 4,
 0, -2, -6, 6,
 -2, 11, 9, 14,
 0, -6, -6, 8,
 2, -10, 6, 11,
 -8, -2, 5, 9,
 -4, -3, 0, 5,
 -6, -2, 2, 6,
 -4, -12, 2, 12,
 -10, -11, 3, 15,
 -2, -8, 6, 10,
 -2, -6, 0, 6,
 -6, -8, 1, 10,
 0, -1, -10, 10,
 10, 0, 6, 11,
 -2, -4, -5, 6,
 -4, -4, -6, 8,
 -6, 6, 7, 11,
 0, 0, -6, 6,
 -8, -10, -6, 14,
 6, 2, -2, 6,
 -10, -2, 3, 10,
 12, -4, -8, 14,
 7, -2, 5, 8,
 -11, 0, 0, 11,
 -4, -4, 3, 6,
 -10, 10, -3, 14,
 6, -5, -7, 10,
 8, 1, 6, 10,
 1, 2, -2, 3,
 2, -3, 3, 4,
 6, 0, 8, 10,
 -2, 8, 8, 11,
 0, 4, 5, 6,
 -1, -2, -12, 12,
 2, -3, -7, 7,
 -2, 10, -2, 10,
 4, 0, -7, 8,
 -8, -4, -7, 11,
 0, 6, 1, 6,
 0, 0, 5, 5,
 -2, -2, -5, 5,
 -6, 5, -3, 8,
 0, -12, 8, 14,
 -9, 8, -6, 13,
 2, 0, -6, 6,
 -14, 8, 0, 16,
 -3, -4, 1, 5,
 5, 9, 1, 10,
 -2, -3, 3, 4,
 2, 0, -1, 2,
 -12, -6, 4, 14,
 -2, -6, -6, 8,
 -4, 2, -4, 6,
 6, 3, -1, 6,
 1, 2, -17, 17,
 4, 0, 0, 4,
 4, 0, -6, 7,
 -12, 2, 8, 14,
 -2, -3, -6, 7,
 12, 1, 17, 20,
 -2, 8, -3, 8,
 0, 5, -2, 5,
 -6, 4, -7, 10,
 0, 1, 4, 4,
 7, 6, -12, 15,
 0, -7, -3, 7,
 5, -2, -5, 7,
 -2, 0, 9, 9,
 2, 2, -1, 3,
 -3, -4, 9, 10,
 -4, 2, -3, 5,
 -2, 2, -3, 4,
 6, -5, -18, 19,
 -15, -12, 6, 20,
 4, 2, 4, 6,
 1, 2, 4, 4,
 -1, -2, -7, 7,
 -10, 2, 1, 10,


